,Year,Ethnicity,Gender,Protected_7,Protected_6,Protected_8,Athlete,Program,Protected_5,Next_Fall_Not_Discontinued,Four_Year_Not_Discontinued,Four_Year_Completed,Six_Year_Completed
1312,2016-17,White,Male,0,10.59179806,0,Not an Athlete,Undeclared,46,1,1,1,0
1313,2016-17,White,Female,0,9.013473544,0,Volleyball,Undergrad Teacher Education,55,1,1,1,0
1314,2016-17,Hispanic,Male,0,7.568379268,1,Baseball,Engineering,72,1,0,0,0
1315,2016-17,White,Female,0,9.844639477,0,Not an Athlete,English,91,1,1,1,0
1316,2016-17,White,Female,0,9.970070857,0,Not an Athlete,Biology,96,1,1,1,0
1317,2016-17,White,Female,0,10.8395613,0,Not an Athlete,English,99,1,1,1,0
1318,2016-17,White,Female,0,10.59335436,0,Not an Athlete,Honors Program,82,1,1,1,0
1319,2016-17,Two or more races,Female,0,8.678971847,0,Not an Athlete,Psychology,97,1,1,1,0
1320,2016-17,White,Female,0,10.54315484,0,Not an Athlete,Honors Program,92,1,1,1,0
1321,2016-17,Two or more races,Female,0,11.45320731,0,Not an Athlete,Undeclared,76,1,1,1,0
1322,2016-17,Hispanic,Male,1,10.32495723,0,Cross Country,Mathematics,73,0,0,0,0
1323,2016-17,Hispanic,Male,0,10.99671872,0,Golf,Business,74,1,1,1,0
1324,2016-17,White,Female,0,9.740674462,0,Not an Athlete,Undergrad Social Work,99,1,0,0,0
1325,2016-17,White,Male,0,8.209580483,1,Not an Athlete,Engineering,69,1,1,1,0
1326,2016-17,White,Male,0,9.725197857,0,Two or more sports,Business,96,1,1,1,0
1327,2016-17,Hispanic,Male,0,12.1286569,0,Baseball,Business,68,1,1,1,0
1328,2016-17,White,Female,0,9.917242518,0,Cross Country,Athletic Training,73,0,0,0,0
1329,2016-17,Asian,Male,0,9.869723922,0,Not an Athlete,Engineering,57,1,1,0,0
1330,2016-17,White,Male,0,9.30810209,0,Two or more sports,Engineering,68,1,1,0,0
1331,2016-17,White,Male,1,10.9884572,0,Football,Undeclared,64,1,1,1,0
1332,2016-17,Hispanic,Female,1,11.9216054,0,Not an Athlete,Art & Design,29,1,1,1,0
1333,2016-17,Black or African American,Female,0,10.99785752,0,Basketball,Psychology,78,1,1,1,0
1334,2016-17,Hispanic,Male,0,10.77655758,0,Not an Athlete,Engineering,62,1,1,1,0
1335,2016-17,Hispanic,Male,0,10.8690826,0,Tennis,Biblical Studies,78,1,1,1,0
1336,2016-17,White,Male,0,10.46110134,0,Not an Athlete,Honors Program,97,1,1,1,0
1337,2016-17,White,Female,0,6.613384218,1,Not an Athlete,Communication,64,1,1,1,0
1338,2016-17,White,Male,0,10.18240634,0,Not an Athlete,History,73,0,0,0,0
1339,2016-17,Asian,Female,0,4.644390899,1,Not an Athlete,Business,51,1,1,1,0
1340,2016-17,White,Female,0,8.180600948,1,Not an Athlete,Engineering,82,1,0,0,0
1341,2016-17,Hispanic,Female,0,10.74220586,0,Not an Athlete,Nursing,73,1,1,1,0
1342,2016-17,White,Male,0,0,1,Not an Athlete,Chemistry,89,0,0,0,0
1343,2016-17,White,Female,0,9.746307288,0,Basketball,Health & Human Performance,18,1,1,1,0
1344,2016-17,White,Male,0,9.880935148,0,Not an Athlete,Mathematics,78,1,1,1,0
1345,2016-17,White,Male,0,10.21376247,0,Not an Athlete,Athletic Training,74,1,1,1,0
1346,2016-17,Hispanic,Male,0,9.016027202,0,Not an Athlete,Computer Science,89,1,1,0,0
1347,2016-17,White,Female,0,10.75096397,0,Not an Athlete,Honors Program,88,1,1,1,0
1348,2016-17,Hispanic,Female,0,7.080867897,1,Not an Athlete,Undergrad Teacher Education,25,1,1,1,0
1349,2016-17,White,Male,1,0,1,Basketball,Business,62,1,0,0,0
1350,2016-17,Unknown Race and Ethnicity,Female,0,12.71439213,0,Not an Athlete,Biblical Studies,82,1,1,1,0
1351,2016-17,Hispanic,Female,1,6.91968385,1,Softball,Health & Human Performance,62,1,1,1,0
1352,2016-17,Asian,Male,0,9.955368174,0,Football,Business,68,0,0,0,0
1353,2016-17,White,Male,0,10.11940506,0,Not an Athlete,Business,94,1,1,1,0
1354,2016-17,White,Male,0,10.41514283,0,Baseball,Athletic Training,29,0,0,0,0
1355,2016-17,Two or more races,Male,0,6.561030666,1,Football,Health & Human Performance,68,1,1,1,0
1356,2016-17,White,Female,1,8.451267041,1,Not an Athlete,Psychology,82,0,0,0,0
1357,2016-17,White,Male,0,0,1,Two or more sports,Psychology,22,1,1,1,0
1358,2016-17,Two or more races,Male,0,0,1,Not an Athlete,Psychology,75,0,0,0,0
1359,2016-17,White,Female,0,0,1,Not an Athlete,Theatre,42,1,1,1,0
1360,2016-17,Hispanic,Male,0,9.485772722,0,Basketball,Business,60,1,1,1,0
1361,2016-17,Hispanic,Female,0,0,1,Not an Athlete,Biology,62,0,0,0,0
1362,2016-17,White,Male,0,7.734558844,1,Football,Athletic Training,78,0,0,0,0
1363,2016-17,White,Male,0,0,1,Football,Communication,44,0,0,0,0
1364,2016-17,White,Male,0,7.983098941,1,Not an Athlete,Nursing,50,0,0,0,0
1365,2016-17,White,Female,0,12.50000266,0,Not an Athlete,Undergrad Teacher Education,86,1,1,1,0
1366,2016-17,White,Female,0,12.50000266,0,Basketball,Undeclared,60,1,1,1,0
1367,2016-17,White,Male,0,12.50000266,0,Not an Athlete,Engineering,88,1,1,0,0
1368,2016-17,White,Female,0,12.50000266,0,Not an Athlete,Cinematic Arts,65,1,1,1,0
1369,2016-17,White,Female,0,12.50000266,0,Not an Athlete,Business,69,1,1,1,0
1370,2017-18,Asian,Male,0,9.196951135,0,Not an Athlete,Health & Human Performance,36,1,1,0,0
1371,2017-18,Hispanic,Male,0,9.246093542,0,Not an Athlete,Engineering,89,1,1,0,0
1372,2017-18,White,Male,0,8.280457687,1,Not an Athlete,Engineering,76,1,1,0,0
1373,2017-18,Black or African American,Male,0,10.90036238,0,Not an Athlete,Computer Science,94,1,1,0,0
1374,2017-18,Hispanic,Female,1,0,1,Not an Athlete,Nursing,60,1,1,0,0
1375,2017-18,White,Female,0,9.99213925,0,Volleyball,Engineering,99,1,1,0,0
1376,2017-18,White,Male,0,0,1,Not an Athlete,Engineering,64,1,1,0,0
1377,2017-18,White,Male,0,10.17986851,0,Not an Athlete,Engineering,74,1,1,0,0
1378,2017-18,Two or more races,Female,0,10.67431311,0,Two or more sports,Undergrad Teacher Education,88,1,1,0,0
1379,2017-18,White,Female,0,9.115260166,0,Not an Athlete,Music,95,1,1,0,0
1380,2017-18,White,Female,1,0,1,Not an Athlete,Biology,81,1,1,0,0
1381,2017-18,White,Female,0,10.36163998,0,Volleyball,Undergrad Teacher Education,46,1,1,0,0
1382,2017-18,White,Female,0,9.375939553,0,Not an Athlete,Undeclared,45,1,1,0,0
1383,2017-18,White,Female,0,8.712266432,0,Not an Athlete,English,99,1,1,0,0
1384,2017-18,White,Female,0,8.712266432,0,Not an Athlete,Honors Program,99,1,1,0,0
1385,2017-18,Native Hawaiian or Other Pacific Islander,Male,0,9.662689066,0,Not an Athlete,Cinematic Arts,69,1,1,0,0
1386,2017-18,White,Male,0,10.20399947,0,Football,Health & Human Performance,60,1,1,0,0
1387,2017-18,Two or more races,Female,0,12.06227733,0,Track (Outdoor),Health & Human Performance,60,1,1,0,0
1388,2017-18,White,Male,0,11.29929898,0,Not an Athlete,Engineering,86,1,1,0,0
1389,2017-18,White,Female,0,7.816013839,1,Not an Athlete,Nursing,80,1,1,0,0
1390,2017-18,Hispanic,Male,1,0,1,Not an Athlete,Computer Science,82,1,1,0,0
1391,2017-18,White,Female,0,11.34649301,0,Not an Athlete,Art & Design,85,1,1,0,0
1392,2017-18,White,Male,1,9.087268374,0,Not an Athlete,Undeclared,76,0,1,0,0
1393,2017-18,White,Male,1,8.106212903,1,Not an Athlete,Computer Science,69,1,1,0,0
1394,2017-18,White,Female,0,10.16761948,0,Not an Athlete,Engineering,91,1,1,0,0
1395,2017-18,White,Male,1,10.46115859,0,Not an Athlete,Biochemistry,78,0,1,0,0
1396,2017-18,Two or more races,Female,0,7.488293515,1,Not an Athlete,Psychology,8,1,1,0,0
1397,2017-18,White,Male,0,9.255122515,0,Not an Athlete,Engineering,87,1,1,0,0
1398,2017-18,White,Female,1,12.19356475,0,Not an Athlete,Biology,94,1,1,0,0
1399,2017-18,Hispanic,Female,0,9.296609807,0,Not an Athlete,Business,67,1,1,0,0
1400,2017-18,White,Male,1,8.846640813,0,Not an Athlete,Engineering,87,1,1,0,0
1401,2017-18,White,Female,0,9.233568498,0,Not an Athlete,Undergrad Teacher Education,69,1,1,0,0
1402,2017-18,White,Male,0,9.487365864,0,Not an Athlete,Engineering,74,1,1,0,0
1403,2017-18,White,Female,0,10.01391023,0,Track (Outdoor),Art & Design,96,1,1,0,0
1404,2017-18,White,Female,1,9.784929216,0,Not an Athlete,Honors Program,82,1,1,0,0
1405,2017-18,White,Female,1,9.784929216,0,Not an Athlete,International Studies,82,1,1,0,0
1406,2017-18,Two or more races,Female,0,9.705219524,0,Not an Athlete,Nursing,34,0,1,0,0
1407,2017-18,White,Female,0,8.663887571,0,Not an Athlete,Biology,97,1,1,0,0
1408,2017-18,White,Female,0,8.663887571,0,Not an Athlete,Honors Program,97,1,1,0,0
1409,2017-18,White,Male,0,7.766416898,1,Not an Athlete,Biochemistry,97,1,1,0,0
1410,2017-18,White,Male,0,7.766416898,1,Not an Athlete,Music,97,1,1,0,0
1411,2017-18,White,Female,0,11.18575384,0,Not an Athlete,Honors Program,99,0,1,0,0
1412,2017-18,Black or African American,Female,0,0,1,Not an Athlete,Art & Design,6,0,1,0,0
1413,2017-18,Hispanic,Female,0,0,1,Not an Athlete,Nursing,32,1,1,0,0
1414,2017-18,White,Female,1,8.767329148,0,Not an Athlete,Computer Science,58,1,1,0,0
1415,2017-18,White,Female,0,10.6047765,0,Not an Athlete,Biochemistry,82,1,1,0,0
1416,2017-18,White,Female,0,12.1864667,0,Not an Athlete,Biblical Studies,29,0,1,0,0
1417,2017-18,Unknown Race and Ethnicity,Female,0,10.02989991,0,Not an Athlete,Psychology,74,1,1,0,0
1418,2017-18,White,Female,1,9.524786082,0,Not an Athlete,English,99,0,1,0,0
1419,2017-18,White,Male,0,9.737373935,0,Not an Athlete,Engineering,80,1,1,0,0
1420,2017-18,White,Female,0,9.14772001,0,Not an Athlete,Biblical Studies,25,0,1,0,0
1421,2017-18,White,Female,0,10.3582189,0,Not an Athlete,Psychology,81,1,1,0,0
1422,2017-18,White,Female,0,8.72923535,0,Not an Athlete,Engineering,91,1,1,0,0
1423,2017-18,White,Female,0,10.62619354,0,Lacrosse,Biology,71,1,1,0,0
1424,2017-18,White,Female,0,10.24923804,0,Not an Athlete,Engineering,81,1,1,0,0
1425,2017-18,White,Male,0,8.515391569,1,Football,Athletic Training,64,1,1,0,0
1426,2017-18,White,Female,0,9.138199694,0,Not an Athlete,Nursing,64,1,1,0,0
1427,2017-18,White,Female,0,10.93947948,0,Softball,Business,89,1,1,0,0
1428,2017-18,White,Male,0,6.486160789,1,Not an Athlete,Biology,91,1,1,0,0
1429,2017-18,Two or more races,Female,0,10.98725689,0,Not an Athlete,English,99,1,1,0,0
1430,2017-18,White,Male,0,10.65492723,0,Not an Athlete,Nursing,79,1,1,0,0
1431,2017-18,White,Male,0,9.889692842,0,Not an Athlete,Business,94,1,1,0,0
1432,2017-18,White,Female,0,11.33119973,0,Not an Athlete,Health & Human Performance,99,1,1,0,0
1433,2017-18,White,Female,0,0,1,Not an Athlete,Biology,89,1,1,0,0
1434,2017-18,White,Female,1,8.461257559,1,Not an Athlete,Communication,99,1,1,0,0
1435,2017-18,White,Female,1,0,1,Not an Athlete,Psychology,51,1,1,0,0
1436,2017-18,White,Female,0,10.86980578,0,Not an Athlete,Undeclared,60,1,1,0,0
1437,2017-18,Two or more races,Female,0,10.12474933,0,Track (Outdoor),Engineering,72,1,1,0,0
1438,2017-18,White,Male,0,9.843684468,0,Soccer,Engineering,98,1,1,0,0
1439,2017-18,White,Male,0,7.655390645,1,Football,Biblical Studies,55,1,1,0,0
1440,2017-18,Asian,Female,0,5.940171253,1,Not an Athlete,Business,24,1,1,0,0
1441,2017-18,Two or more races,Male,0,10.57620241,0,Not an Athlete,Psychology,89,1,1,0,0
1442,2017-18,White,Female,0,11.44977265,0,Not an Athlete,Nursing,69,1,1,0,0
1443,2017-18,White,Female,1,8.309430742,1,Not an Athlete,Nursing,50,1,1,0,0
1444,2017-18,White,Female,0,9.877246241,0,Volleyball,Health & Human Performance,65,1,1,0,0
1445,2017-18,White,Male,0,9.381685238,0,Not an Athlete,Psychology,94,1,1,0,0
1446,2017-18,White,Female,0,5.347107531,1,Not an Athlete,Biology,67,1,1,0,0
1447,2017-18,White,Female,0,10.49482347,0,Not an Athlete,Undeclared,96,1,1,0,0
1448,2017-18,White,Male,0,8.928110078,0,Track (Outdoor),Honors Program,88,1,1,0,0
1449,2017-18,White,Male,0,9.879143629,0,Not an Athlete,Biology,62,0,1,0,0
1450,2017-18,White,Male,0,8.213110698,1,Not an Athlete,Athletic Training,32,0,1,0,0
1451,2017-18,White,Male,0,8.207401833,1,Not an Athlete,Business,18,1,1,0,0
1452,2017-18,Hispanic,Male,0,8.345217927,1,Not an Athlete,Biology,71,1,1,0,0
1453,2017-18,White,Male,0,6.777646594,1,Not an Athlete,Computer Science,74,1,1,0,0
1454,2017-18,White,Male,1,9.201703179,0,Not an Athlete,Cinematic Arts,51,1,1,0,0
1455,2017-18,Two or more races,Female,0,10.53073529,0,Lacrosse,Nursing,69,1,1,0,0
1456,2017-18,Two or more races,Male,0,9.859535665,0,Not an Athlete,Business,78,0,1,0,0
1457,2017-18,Two or more races,Female,0,8.361007108,1,Not an Athlete,Nursing,86,1,1,0,0
1458,2017-18,White,Male,0,12.50000266,0,Football,Business,62,1,1,0,0
1459,2017-18,White,Male,0,12.50000266,0,Not an Athlete,Business,83,1,1,0,0
1460,2017-18,White,Female,0,12.50000266,0,Not an Athlete,Athletic Training,74,1,1,0,0
1461,2017-18,White,Male,0,12.50000266,0,Two or more sports,Honors Program,98,1,1,0,0
1462,2017-18,White,Female,0,12.50000266,0,Track (Outdoor),Mathematics,98,1,1,0,0
1463,2018-19,Hispanic,Female,0,6.548219103,1,Not an Athlete,Biology,24,1,1,0,0
1464,2018-19,White,Male,0,10.46797716,0,Not an Athlete,Undeclared,53,1,1,0,0
1465,2018-19,White,Female,0,9.191565217,0,Softball,Athletic Training,29,0,1,0,0
1466,2018-19,White,Female,0,10.12157836,0,Not an Athlete,Biochemistry,67,1,1,0,0
1467,2018-19,White,Female,0,10.63818446,0,Softball,Health & Human Performance,61,0,1,0,0
1468,2018-19,White,Female,0,10.15397386,0,Not an Athlete,Honors Program,97,1,1,0,0
1469,2018-19,White,Male,1,9.838789019,0,Football,Undeclared,59,1,1,0,0
1470,2018-19,Hispanic,Male,1,9.309008544,0,Soccer,Spanish,82,1,1,0,0
1471,2018-19,White,Female,0,9.183996397,0,Not an Athlete,Undergrad Teacher Education,97,1,1,0,0
1472,2018-19,White,Female,0,11.7965468,0,Swimming,Biology,61,1,1,0,0
1473,2018-19,White,Female,1,7.795646536,1,Not an Athlete,Nursing,59,0,1,0,0
1474,2018-19,White,Male,0,9.222960403,0,Not an Athlete,Cinematic Arts,77,1,1,0,0
1475,2018-19,Hispanic,Male,0,10.43370395,0,Football,Business,38,1,1,0,0
1476,2018-19,White,Female,0,9.604677122,0,Not an Athlete,Nursing,59,1,1,0,0
1477,2018-19,Hispanic,Male,0,12.62473364,0,Not an Athlete,Communication,97,1,1,0,0
1478,2018-19,White,Female,0,12.037725,0,Not an Athlete,Honors Program,99,1,1,0,0
1479,2018-19,White,Female,0,9.733766278,0,Not an Athlete,Nursing,76,1,1,0,0
1480,2018-19,White,Male,0,8.852378887,0,Not an Athlete,Engineering,91,1,1,0,0
1481,2018-19,Two or more races,Female,0,11.7410486,0,Soccer,Chemistry,92,1,1,0,0
1482,2018-19,Hispanic,Female,0,9.050640993,0,Not an Athlete,Communication,76,0,1,0,0
1483,2018-19,White,Female,0,8.142063283,0,Soccer,Psychology,86,0,1,0,0
1484,2018-19,White,Male,0,9.514215624,0,Not an Athlete,Honors Program,83,1,1,0,0
1485,2018-19,White,Male,0,9.752664663,0,Soccer,Honors Program,99,1,1,0,0
1486,2018-19,White,Male,0,8.29404964,1,Not an Athlete,Engineering,97,1,1,0,0
1487,2018-19,White,Female,0,11.055688,0,Basketball,Honors Program,85,1,1,0,0
1488,2018-19,White,Male,0,10.4599842,0,Not an Athlete,Psychology,59,0,1,0,0
1489,2018-19,Hispanic,Female,0,8.377471248,0,Not an Athlete,Nursing,41,1,1,0,0
1490,2018-19,White,Male,0,9.329011902,0,Not an Athlete,Computer Science,99,1,1,0,0
1491,2018-19,White,Female,0,0,1,Not an Athlete,Biology,99,1,1,0,0
1492,2018-19,White,Female,0,0,1,Not an Athlete,Honors Program,99,1,1,0,0
1493,2018-19,Two or more races,Female,0,11.81326707,0,Two or more sports,Athletic Training,63,1,1,0,0
1494,2018-19,White,Female,0,9.535607205,0,Not an Athlete,Engineering,90,1,1,0,0
1495,2018-19,White,Female,0,10.48111164,0,Not an Athlete,Engineering,85,1,1,0,0
1496,2018-19,White,Female,0,9.459775257,0,Not an Athlete,Computer Science,88,1,1,0,0
1497,2018-19,White,Female,0,10.07407385,0,Not an Athlete,Undergrad Teacher Education,87,1,1,0,0
1498,2018-19,White,Female,0,9.255600503,0,Not an Athlete,Nursing,57,1,1,0,0
1499,2018-19,Hispanic,Female,0,8.657129032,0,Not an Athlete,Honors Program,93,1,1,0,0
1500,2018-19,White,Male,0,8.19007705,1,Not an Athlete,Biology,85,1,1,0,0
1501,2018-19,White,Male,0,10.88898713,0,Two or more sports,Psychology,95,1,1,0,0
1502,2018-19,White,Female,0,10.46364605,0,Swimming,Biochemistry,63,1,1,0,0
1503,2018-19,Hispanic,Female,1,0,1,Not an Athlete,Honors Program,83,1,1,0,0
1504,2018-19,White,Male,0,9.049584593,0,Baseball,Engineering,80,1,1,0,0
1505,2018-19,White,Female,1,0,1,Not an Athlete,Nursing,36,0,1,0,0
1506,2018-19,White,Male,0,10.25530572,0,Not an Athlete,Engineering,96,1,1,0,0
1507,2018-19,White,Male,0,10.25530572,0,Not an Athlete,Honors Program,96,1,1,0,0
1508,2018-19,White,Male,0,11.29376148,0,Two or more sports,Business,82,1,1,0,0
1509,2018-19,Two or more races,Male,0,8.595634618,1,Not an Athlete,Engineering,44,0,1,0,0
1510,2018-19,White,Female,0,9.2623634,0,Not an Athlete,Nursing,40,0,1,0,0
1511,2018-19,White,Male,0,10.27787471,0,Two or more sports,Engineering,94,1,1,0,0
1512,2018-19,White,Female,0,11.46706999,0,Not an Athlete,Nursing,78,1,1,0,0
1513,2018-19,White,Female,1,8.880724576,0,Not an Athlete,Honors Program,93,1,1,0,0
1514,2018-19,Hispanic,Male,1,7.738488122,1,Not an Athlete,Undergrad Social Work,26,1,1,0,0
1515,2018-19,White,Female,0,10.93198134,0,Not an Athlete,Business,85,1,1,0,0
1516,2018-19,Two or more races,Male,0,6.66057515,1,Not an Athlete,Computer Science,64,0,1,0,0
1517,2018-19,White,Female,0,8.818630229,0,Not an Athlete,Biology,86,0,1,0,0
1518,2018-19,White,Female,0,8.012349639,1,Not an Athlete,Health & Human Performance,51,1,1,0,0
1519,2018-19,Two or more races,Female,1,0,1,Not an Athlete,Nursing,69,0,1,0,0
1520,2018-19,White,Male,0,8.870241567,0,Football,Biblical Studies,40,1,1,0,0
1521,2018-19,White,Female,1,9.783520884,0,Not an Athlete,History,66,1,1,0,0
1522,2018-19,Two or more races,Female,0,0,1,Basketball,Business,26,1,1,0,0
1523,2018-19,White,Female,0,8.727616178,0,Not an Athlete,Nursing,87,1,1,0,0
1524,2018-19,Hispanic,Male,1,11.01490089,0,Not an Athlete,Business,55,1,1,0,0
1525,2018-19,White,Female,0,9.794788136,0,Not an Athlete,Art & Design,88,1,1,0,0
1526,2018-19,White,Female,0,8.359134887,1,Not an Athlete,Undergrad Teacher Education,38,0,1,0,0
1527,2018-19,White,Female,0,10.26102213,0,Not an Athlete,Psychology,53,0,1,0,0
1528,2018-19,Hispanic,Female,1,9.13798471,0,Not an Athlete,Undergrad Teacher Education,38,1,1,0,0
1529,2018-19,White,Male,0,10.68462272,0,Not an Athlete,Engineering,88,1,1,0,0
1530,2018-19,White,Female,0,9.711963785,0,Soccer,Health & Human Performance,47,1,1,0,0
1531,2018-19,White,Female,0,9.782787767,0,Not an Athlete,Undergrad Social Work,55,1,1,0,0
1532,2018-19,White,Male,0,10.55367504,0,Two or more sports,Biology,87,1,1,0,0
1533,2018-19,White,Female,0,0,1,Not an Athlete,Nursing,77,1,1,0,0
1534,2018-19,White,Male,0,7.139660336,1,Football,Business,36,0,1,0,0
1535,2018-19,White,Male,0,9.384125598,0,Football,Engineering,72,1,1,0,0
1536,2018-19,Hispanic,Female,0,10.78764758,0,Not an Athlete,Nursing,27,0,1,0,0
1537,2018-19,Two or more races,Male,1,0,1,Football,Nursing,69,0,1,0,0
1538,2018-19,White,Male,0,10.8539478,0,Not an Athlete,Mathematics,73,1,1,0,0
1539,2018-19,Two or more races,Female,1,3.931825633,1,Not an Athlete,Nursing,73,0,1,0,0
1540,2018-19,White,Male,0,0,1,Not an Athlete,History,41,1,1,0,0
1541,2018-19,White,Male,0,8.399535148,1,Not an Athlete,Computer Science,91,1,1,0,0
1542,2018-19,White,Male,0,8.042378005,1,Not an Athlete,Health & Human Performance,83,0,1,0,0
1543,2018-19,White,Female,0,0,1,Not an Athlete,Honors Program,82,1,1,0,0
1544,2018-19,White,Female,0,12.50000266,0,Not an Athlete,Nursing,57,0,1,0,0
1545,2018-19,White,Male,0,12.50000266,0,Two or more sports,Politics,78,1,1,0,0
1546,2018-19,White,Male,0,12.50000266,0,Not an Athlete,Engineering,93,1,1,0,0
1547,2018-19,White,Female,0,12.50000266,0,Not an Athlete,Business,27,0,1,0,0
1548,2018-19,White,Female,0,12.50000266,0,Not an Athlete,Undergrad Social Work,68,1,1,0,0
1549,2018-19,White,Female,0,12.50000266,0,Not an Athlete,Computer Science,63,1,1,0,0
1550,2019-20,Hispanic,Female,1,0,1,Not an Athlete,Nursing,36,1,1,0,0
1551,2019-20,White,Male,0,8.801920904,0,Football,Health & Human Performance,89,1,1,0,0
1552,2019-20,White,Female,0,12.00932148,0,Soccer,Psychology,27,1,1,0,0
1553,2019-20,White,Female,0,11.7625084,0,Softball,Engineering,98,1,1,0,0
1554,2019-20,White,Male,0,10.13978422,0,Not an Athlete,Honors Program,84,1,1,0,0
1555,2019-20,Hispanic,Female,0,5.81711116,1,Not an Athlete,Music,74,1,1,0,0
1556,2019-20,White,Male,0,10.92141387,0,Cross Country,Health & Human Performance,65,1,1,0,0
1557,2019-20,White,Female,0,11.06587244,0,Not an Athlete,Engineering,99,1,1,0,0
1558,2019-20,White,Male,1,9.697815482,0,Not an Athlete,Computer Science,86,1,1,0,0
1559,2019-20,Asian,Female,1,0,1,Not an Athlete,Nursing,82,1,1,0,0
1560,2019-20,Two or more races,Female,0,9.590008925,0,Not an Athlete,Biochemistry,51,1,1,0,0
1561,2019-20,White,Female,0,10.96776716,0,Softball,Health & Human Performance,45,1,1,0,0
1562,2019-20,White,Female,0,5.634789603,1,Not an Athlete,Mathematics,98,1,1,0,0
1563,2019-20,White,Male,1,9.650142492,0,Not an Athlete,Cinematic Arts,89,1,1,0,0
1564,2019-20,Two or more races,Female,0,9.533075832,0,Not an Athlete,Nursing,56,1,1,0,0
1565,2019-20,White,Female,0,10.58625606,0,Not an Athlete,Nursing,89,1,1,0,0
1566,2019-20,White,Female,0,10.78357063,0,Not an Athlete,Undeclared,43,1,1,0,0
1567,2019-20,White,Male,0,9.260748275,0,Two or more sports,Cinematic Arts,63,1,1,0,0
1568,2019-20,White,Male,0,9.586170675,0,Not an Athlete,Computer Science,93,1,1,0,0
1569,2019-20,White,Male,0,5.298317367,1,Baseball,Nursing,31,1,1,0,0
1570,2019-20,Hispanic,Female,1,8.314097335,1,Not an Athlete,Honors Program,84,1,1,0,0
1571,2019-20,Hispanic,Female,1,8.314097335,1,Not an Athlete,Psychology,84,1,1,0,0
1572,2019-20,White,Male,1,7.872836175,1,Two or more sports,Engineering,74,1,1,0,0
1573,2019-20,White,Female,0,7.788626066,1,Not an Athlete,Psychology,73,1,1,0,0
1574,2019-20,White,Male,1,8.655040258,0,Not an Athlete,Biblical Studies,47,0,1,0,0
1575,2019-20,Hispanic,Female,1,0,1,Cross Country,Spanish,45,1,1,0,0
1576,2019-20,White,Female,0,9.245417899,0,Not an Athlete,Business,79,1,1,0,0
1577,2019-20,White,Female,0,10.0895521,0,Not an Athlete,Biology,98,1,1,0,0
1578,2019-20,White,Female,0,10.0895521,0,Not an Athlete,Psychology,98,1,1,0,0
1579,2019-20,White,Male,0,9.864902637,0,Not an Athlete,Computer Science,93,1,1,0,0
1580,2019-20,Hispanic,Female,0,10.41921116,0,Not an Athlete,Nursing,74,1,1,0,0
1581,2019-20,Two or more races,Male,0,9.69879768,0,Not an Athlete,Cinematic Arts,70,1,1,0,0
1582,2019-20,Asian,Female,1,0,1,Not an Athlete,Biology,73,1,1,0,0
1583,2019-20,White,Male,1,0,1,Not an Athlete,Biochemistry,45,1,1,0,0
1584,2019-20,White,Male,0,0,1,Football,Health & Human Performance,58,1,1,0,0
1585,2019-20,White,Female,0,11.64547012,0,Not an Athlete,Psychology,80,1,1,0,0
1586,2019-20,White,Female,0,9.682279627,0,Not an Athlete,Honors Program,70,1,1,0,0
1587,2019-20,White,Female,0,9.936003144,0,Not an Athlete,Honors Program,89,1,1,0,0
1588,2019-20,Asian,Female,0,10.64024484,0,Not an Athlete,Art & Design,83,1,1,0,0
1589,2019-20,Hispanic,Female,1,5.552959585,1,Not an Athlete,Undeclared,45,1,1,0,0
1590,2019-20,White,Male,0,9.930324206,0,Not an Athlete,Engineering,88,1,1,0,0
1591,2019-20,White,Male,0,10.65443183,0,Not an Athlete,Honors Program,99,1,1,0,0
1592,2019-20,Asian,Male,0,10.17355286,0,Baseball,Engineering,68,1,1,0,0
1593,2019-20,White,Female,0,11.42266153,0,Not an Athlete,Biochemistry,94,1,1,0,0
1594,2019-20,Hispanic,Female,1,3.713572067,1,Not an Athlete,Theatre,51,1,1,0,0
1595,2019-20,White,Male,0,4.094344562,1,Not an Athlete,Engineering,99,1,1,0,0
1596,2019-20,White,Male,0,10.50701086,0,Not an Athlete,Engineering,94,1,1,0,0
1597,2019-20,White,Female,0,10.28267713,0,Not an Athlete,Business,11,1,1,0,0
1598,2019-20,White,Female,1,10.47158158,0,Not an Athlete,Engineering,89,1,1,0,0
1599,2019-20,White,Female,0,11.17389396,0,Not an Athlete,Biology,91,1,1,0,0
1600,2019-20,White,Male,0,8.992930353,0,Not an Athlete,Business,43,1,1,0,0
1601,2019-20,White,Female,1,10.19846793,0,Not an Athlete,Nursing,58,0,1,0,0
1602,2019-20,White,Female,0,9.293945956,0,Not an Athlete,Nursing,73,0,1,0,0
1603,2019-20,Hispanic,Female,1,7.78113851,1,Not an Athlete,Art & Design,51,1,1,0,0
1604,2019-20,White,Female,0,9.614404499,0,Not an Athlete,Art & Design,92,1,1,0,0
1605,2019-20,White,Male,0,9.994287577,1,Not an Athlete,Business,69,0,1,0,0
1606,2019-20,Hispanic,Male,1,7.434257382,1,Football,Psychology,60,1,1,0,0
1607,2019-20,White,Female,0,9.086136769,0,Not an Athlete,Psychology,79,1,1,0,0
1608,2019-20,White,Female,0,10.52835589,0,Two or more sports,Nursing,67,1,1,0,0
1609,2019-20,White,Female,0,7.46221494,1,Not an Athlete,Art & Design,23,1,1,0,0
